period,lat,lon,parking,d
4,37.52001,126.893171,5.5,
5,37.52001,126.893171,5,
6,37.52001,126.893171,4.5,
7,37.52001,126.893171,4,
8,37.52001,126.893171,3.5,
9,37.52001,126.893171,3,
10,37.52001,126.893171,2.5,
11,37.52001,126.893171,2,
12,37.52001,126.893171,1.5,
13,37.52001,126.893171,1,
14,37.52001,126.893171,0.5,
15,37.52001,126.893171,0,
16,37.52633,126.903971,0,
17,37.53105,126.914921,0,
18,37.521403,126.924398,0,
19,37.53105,126.914921,8.5,
20,37.53105,126.914921,8,
21,37.53105,126.914921,7.5,
22,37.53105,126.914921,7,
23,37.53105,126.914921,6.5,
24,37.53105,126.914921,6,
25,37.53105,126.914921,5.5,
26,37.53105,126.914921,5,
27,37.53105,126.914921,4.5,
28,37.53105,126.914921,4,
29,37.53105,126.914921,3.5,
30,37.53105,126.914921,3,
31,37.53105,126.914921,2.5,
32,37.53105,126.914921,2,
33,37.53105,126.914921,1.5,
34,37.53105,126.914921,1,
35,37.53105,126.914921,0.5,
36,37.53105,126.914921,0,
37,37.52713,126.914921,0,
38,37.52201,126.914921,2,
39,37.52201,126.914921,1.5,
40,37.52201,126.904021,1,
41,37.52201,126.893201,0.5,
42,37.52201,126.893201,0,
43,37.49985,126.898155,0,
44,37.52201,126.893201,9,
45,37.52201,126.893201,8.5,
46,37.52201,126.893201,8,
47,37.52201,126.893201,7.5,
48,37.52201,126.893201,7,
1,37.52201,126.893201,6.5,
2,37.52201,126.893201,6,
3,37.52201,126.893201,5.5,
4,37.52201,126.893201,5,
5,37.52201,126.893201,4.5,
6,37.52201,126.893201,4,
7,37.52201,126.893201,3.5,
8,37.52201,126.893201,3,
9,37.52201,126.893201,2.5,
10,37.52201,126.893201,2,
11,37.52201,126.893201,1.5,
12,37.52201,126.893201,1,
13,37.52201,126.893201,0.5,
14,37.52201,126.893201,0,
15,37.521403,126.924398,0,
16,37.52673,126.903971,0,
17,37.53135,126.914921,9.5,
18,37.53135,126.914921,9,
19,37.53135,126.914921,8.5,
20,37.53135,126.914921,8,
21,37.53135,126.914921,7.5,
22,37.53135,126.914921,7,
23,37.53135,126.914921,6.5,
24,37.53135,126.914921,6,
25,37.53135,126.914921,5.5,
26,37.53135,126.914921,5,
27,37.53135,126.914921,4.5,
28,37.53135,126.914921,4,
29,37.53135,126.914921,3.5,
30,37.53135,126.914921,3,
31,37.53135,126.914921,2.5,
32,37.53135,126.914921,2,
33,37.53135,126.914921,1.5,
34,37.53135,126.914921,1,
35,37.53135,126.914921,0.5,
36,37.53135,126.914921,0,
37,37.52613,126.914921,0,
38,37.52011,126.914921,12.5,
39,37.52011,126.914921,12,
40,37.52011,126.903981,11.5,
41,37.52011,126.893061,11,
42,37.52011,126.893061,10.5,
43,37.52011,126.893061,10,
44,37.52011,126.893061,9.5,
45,37.52011,126.893061,9,
46,37.52011,126.893061,8.5,
47,37.52011,126.893061,8,
48,37.52011,126.893061,7.5,
1,37.52011,126.893061,7,
2,37.52011,126.893061,6.5,
3,37.52011,126.893061,6,
4,37.52011,126.893061,5.5,
5,37.52011,126.893061,5,
6,37.52011,126.893061,4.5,
7,37.52011,126.893061,4,
8,37.52011,126.893061,3.5,
9,37.52011,126.893061,3,
10,37.52011,126.893061,2.5,
11,37.52011,126.893061,2,
12,37.52011,126.893061,1.5,
13,37.52011,126.893061,1,
14,37.52011,126.893061,0.5,
15,37.52011,126.893061,0,
16,37.52713,126.904011,0,
17,37.53085,126.914951,4,
18,37.53085,126.914951,3.5,
19,37.53085,126.914951,3,
20,37.53085,126.914951,2.5,
21,37.53085,126.914951,2,
22,37.53085,126.914951,1.5,
23,37.53085,126.914951,1,
24,37.53085,126.914951,0.5,
25,37.53085,126.914951,0,
26,37.516706,126.917488,0,
27,37.53085,126.914951,4,
28,37.53085,126.914951,3.5,
29,37.53085,126.914951,3,
30,37.53085,126.914951,2.5,
31,37.53085,126.914951,2,
32,37.53085,126.914951,1.5,
33,37.53085,126.914951,1,
34,37.53085,126.914951,0.5,
35,37.53085,126.914951,0,
36,37.541125,126.898219,0,
37,37.52723,126.914951,0,
38,37.52171,126.914951,6.5,
39,37.52171,126.914951,6,
40,37.52171,126.903931,5.5,
41,37.52171,126.893231,5,
42,37.52171,126.893231,4.5,
43,37.52171,126.893231,4,
44,37.52171,126.893231,3.5,
45,37.52171,126.893231,3,
46,37.52171,126.893231,2.5,
47,37.52171,126.893231,2,
48,37.52171,126.893231,1.5,
1,37.52171,126.893231,1,
2,37.52171,126.893231,0.5,
3,37.52171,126.893231,0,
4,37.518646,126.903712,0,
5,37.500165,126.909248,0,
6,37.522594,126.905258,0,
7,37.52171,126.893231,3.5,
8,37.52171,126.893231,3,
9,37.52171,126.893231,2.5,
10,37.52171,126.893231,2,
11,37.52171,126.893231,1.5,
12,37.52171,126.893231,1,
13,37.52171,126.893231,0.5,
14,37.52171,126.893231,0,
15,37.505949,126.910622,0,
16,37.526678,126.932895,0,
17,37.53255,126.914981,6.5,
18,37.53255,126.914981,6,
19,37.53255,126.914981,5.5,
20,37.53255,126.914981,5,
21,37.53255,126.914981,4.5,
22,37.53255,126.914981,4,
23,37.53255,126.914981,3.5,
24,37.53255,126.914981,3,
25,37.53255,126.914981,2.5,
26,37.53255,126.914981,2,
27,37.53255,126.914981,1.5,
28,37.53255,126.914981,1,
29,37.53255,126.914981,0.5,
30,37.53255,126.914981,0,
31,37.515144,126.90706,0,
32,37.53255,126.914981,2,
33,37.53255,126.914981,1.5,
34,37.53255,126.914981,1,
35,37.53255,126.914981,0.5,
36,37.53255,126.914981,0,
37,37.52743,126.914981,0,
38,37.52071,126.914981,12.5,
39,37.52071,126.914981,12,
40,37.52071,126.904061,11.5,
41,37.52071,126.893161,11,
42,37.52071,126.893161,10.5,
43,37.52071,126.893161,10,
44,37.52071,126.893161,9.5,
45,37.52071,126.893161,9,
46,37.52071,126.893161,8.5,
47,37.52071,126.893161,8,
48,37.52071,126.893161,7.5,
1,37.52071,126.893161,7,
2,37.52071,126.893161,6.5,
3,37.52071,126.893161,6,
4,37.52071,126.893161,5.5,
5,37.52071,126.893161,5,
6,37.52071,126.893161,4.5,
7,37.52071,126.893161,4,
8,37.52071,126.893161,3.5,
9,37.52071,126.893161,3,
10,37.52071,126.893161,2.5,
11,37.52071,126.893161,2,
12,37.52071,126.893161,1.5,
13,37.52071,126.893161,1,
14,37.52071,126.893161,0.5,
15,37.52071,126.893161,0,
16,37.52573,126.904081,0,
17,37.53195,126.915001,5,
18,37.53195,126.915001,4.5,
19,37.53195,126.915001,4,
20,37.53195,126.915001,3.5,
21,37.53195,126.915001,3,
22,37.53195,126.915001,2.5,
23,37.53195,126.915001,2,
24,37.53195,126.915001,1.5,
25,37.53195,126.915001,1,
26,37.53195,126.915001,0.5,
27,37.53195,126.915001,0,
28,37.526678,126.932895,0,
29,37.53195,126.915001,3.5,
30,37.53195,126.915001,3,
31,37.53195,126.915001,2.5,
32,37.53195,126.915001,2,
33,37.53195,126.915001,1.5,
34,37.53195,126.915001,1,
35,37.53195,126.915001,0.5,
36,37.53195,126.915001,0,
37,37.52613,126.915001,0,
38,37.52181,126.915001,12.5,
39,37.52181,126.915001,12,
40,37.52181,126.904091,11.5,
41,37.52181,126.893211,11,
42,37.52181,126.893211,10.5,
43,37.52181,126.893211,10,
44,37.52181,126.893211,9.5,
45,37.52181,126.893211,9,
46,37.52181,126.893211,8.5,
47,37.52181,126.893211,8,
48,37.52181,126.893211,7.5,
1,37.52181,126.893211,7,
2,37.52181,126.893211,6.5,
3,37.52181,126.893211,6,
4,37.52181,126.893211,5.5,
5,37.52181,126.893211,5,
6,37.52181,126.893211,4.5,
7,37.52181,126.893211,4,
8,37.52181,126.893211,3.5,
9,37.52181,126.893211,3,
10,37.52181,126.893211,2.5,
11,37.52181,126.893211,2,
12,37.52181,126.893211,1.5,
13,37.52181,126.893211,1,
14,37.52181,126.893211,0.5,
15,37.52181,126.893211,0,
16,37.52593,126.904051,0,
17,37.53145,126.914991,9.5,
18,37.53145,126.914991,9,
19,37.53145,126.914991,8.5,
20,37.53145,126.914991,8,
21,37.53145,126.914991,7.5,
22,37.53145,126.914991,7,
23,37.53145,126.914991,6.5,
24,37.53145,126.914991,6,
25,37.53145,126.914991,5.5,
26,37.53145,126.914991,5,
27,37.53145,126.914991,4.5,
28,37.53145,126.914991,4,
29,37.53145,126.914991,3.5,
30,37.53145,126.914991,3,
31,37.53145,126.914991,2.5,
32,37.53145,126.914991,2,
33,37.53145,126.914991,1.5,
34,37.53145,126.914991,1,
35,37.53145,126.914991,0.5,
36,37.53145,126.914991,0,
37,37.52743,126.914991,0,
38,37.52121,126.914991,5.5,
39,37.52121,126.914991,5,
40,37.52121,126.904011,4.5,
41,37.52121,126.893071,4,
42,37.52121,126.893071,3.5,
43,37.52121,126.893071,3,
44,37.52121,126.893071,2.5,
45,37.52121,126.893071,2,
46,37.52121,126.893071,1.5,
47,37.52121,126.893071,1,
48,37.52121,126.893071,0.5,
1,37.52121,126.893071,0,
2,37.505225,126.921952,0,
3,37.52121,126.893071,6,
4,37.52121,126.893071,5.5,
5,37.52121,126.893071,5,
6,37.52121,126.893071,4.5,
7,37.52121,126.893071,4,
8,37.52121,126.893071,3.5,
9,37.52121,126.893071,3,
10,37.52121,126.893071,2.5,
11,37.52121,126.893071,2,
12,37.52121,126.893071,1.5,
13,37.52121,126.893071,1,
14,37.52121,126.893071,0.5,
15,37.52121,126.893071,0,
16,37.52733,126.904011,0,
17,37.53275,126.914931,9.5,
18,37.53275,126.914931,9,
19,37.53275,126.914931,8.5,
20,37.53275,126.914931,8,
21,37.53275,126.914931,7.5,
22,37.53275,126.914931,7,
23,37.53275,126.914931,6.5,
24,37.53275,126.914931,6,
25,37.53275,126.914931,5.5,
26,37.53275,126.914931,5,
27,37.53275,126.914931,4.5,
28,37.53275,126.914931,4,
29,37.53275,126.914931,3.5,
30,37.53275,126.914931,3,
31,37.53275,126.914931,2.5,
32,37.53275,126.914931,2,
33,37.53275,126.914931,1.5,
34,37.53275,126.914931,1,
35,37.53275,126.914931,0.5,
36,37.53275,126.914931,0,
37,37.52573,126.914931,0,
38,37.52181,126.914931,4.5,
39,37.52181,126.914931,4,
40,37.52181,126.904081,3.5,
41,37.52181,126.893191,3,
42,37.52181,126.893191,2.5,
43,37.52181,126.893191,2,
44,37.52181,126.893191,1.5,
45,37.52181,126.893191,1,
46,37.52181,126.893191,0.5,
47,37.52181,126.893191,0,
48,37.505225,126.921952,0,
1,37.52181,126.893191,7,
2,37.52181,126.893191,6.5,
3,37.52181,126.893191,6,
4,37.52181,126.893191,5.5,
5,37.52181,126.893191,5,
6,37.52181,126.893191,4.5,
7,37.52181,126.893191,4,
8,37.52181,126.893191,3.5,
9,37.52181,126.893191,3,
10,37.52181,126.893191,2.5,
11,37.52181,126.893191,2,
12,37.52181,126.893191,1.5,
13,37.52181,126.893191,1,
14,37.52181,126.893191,0.5,
15,37.52181,126.893191,0,
16,37.52713,126.903931,0,
17,37.53125,126.914901,9.5,
18,37.53125,126.914901,9,
19,37.53125,126.914901,8.5,
20,37.53125,126.914901,8,
21,37.53125,126.914901,7.5,
22,37.53125,126.914901,7,
23,37.53125,126.914901,6.5,
24,37.53125,126.914901,6,
25,37.53125,126.914901,5.5,
26,37.53125,126.914901,5,
27,37.53125,126.914901,4.5,
28,37.53125,126.914901,4,
29,37.53125,126.914901,3.5,
30,37.53125,126.914901,3,
31,37.53125,126.914901,2.5,
32,37.53125,126.914901,2,
33,37.53125,126.914901,1.5,
34,37.53125,126.914901,1,
35,37.53125,126.914901,0.5,
36,37.53125,126.914901,0,
37,37.52553,126.914901,0,
38,37.52201,126.914901,12.5,
39,37.52201,126.914901,12,
40,37.52201,126.904011,11.5,
41,37.52201,126.893231,11,
42,37.52201,126.893231,10.5,
43,37.52201,126.893231,10,
44,37.52201,126.893231,9.5,
45,37.52201,126.893231,9,
46,37.52201,126.893231,8.5,
47,37.52201,126.893231,8,
48,37.52201,126.893231,7.5,
1,37.52201,126.893231,7,
2,37.52201,126.893231,6.5,
3,37.52201,126.893231,6,
4,37.52201,126.893231,5.5,
5,37.52201,126.893231,5,
6,37.52201,126.893231,4.5,
7,37.52201,126.893231,4,
8,37.52201,126.893231,3.5,
9,37.52201,126.893231,3,
10,37.52201,126.893231,2.5,
11,37.52201,126.893231,2,
12,37.52201,126.893231,1.5,
13,37.52201,126.893231,1,
14,37.52201,126.893231,0.5,
15,37.52201,126.893231,0,
16,37.52673,126.904091,0,
17,37.53185,126.914951,1,
18,37.53185,126.914951,0.5,
19,37.53185,126.914951,0,
20,37.515144,126.90706,0,
21,37.525956,126.911091,0,
22,37.53185,126.914951,7,
23,37.53185,126.914951,6.5,
24,37.53185,126.914951,6,
25,37.53185,126.914951,5.5,
26,37.53185,126.914951,5,
27,37.53185,126.914951,4.5,
28,37.53185,126.914951,4,
29,37.53185,126.914951,3.5,
30,37.53185,126.914951,3,
31,37.53185,126.914951,2.5,
32,37.53185,126.914951,2,
33,37.53185,126.914951,1.5,
34,37.53185,126.914951,1,
35,37.53185,126.914951,0.5,
36,37.53185,126.914951,0,
37,37.52623,126.914951,0,
38,37.52201,126.914951,0,
39,37.522594,126.905258,0,
40,37.525956,126.911091,0,
41,37.52201,126.893141,1,
42,37.52201,126.893141,0.5,
43,37.52201,126.893141,0,
44,37.49985,126.898155,0,
45,37.52201,126.893141,9,
46,37.52201,126.893141,8.5,
47,37.52201,126.893141,8,
48,37.52201,126.893141,7.5,
1,37.52201,126.893141,7,
2,37.52201,126.893141,6.5,
3,37.52201,126.893141,6,
4,37.52201,126.893141,5.5,
5,37.52201,126.893141,5,
6,37.52201,126.893141,4.5,
7,37.52201,126.893141,4,
8,37.52201,126.893141,3.5,
9,37.52201,126.893141,3,
10,37.52201,126.893141,2.5,
11,37.52201,126.893141,2,
12,37.52201,126.893141,1.5,
13,37.52201,126.893141,1,
14,37.52201,126.893141,0.5,
15,37.52201,126.893141,0,
16,37.52653,126.904061,0,
17,37.53175,126.915011,9.5,
18,37.53175,126.915011,9,
19,37.53175,126.915011,8.5,
20,37.53175,126.915011,8,
21,37.53175,126.915011,7.5,
22,37.53175,126.915011,7,
23,37.53175,126.915011,6.5,
24,37.53175,126.915011,6,
25,37.53175,126.915011,5.5,
26,37.53175,126.915011,5,
27,37.53175,126.915011,4.5,
28,37.53175,126.915011,4,
29,37.53175,126.915011,3.5,
30,37.53175,126.915011,3,
31,37.53175,126.915011,2.5,
32,37.53175,126.915011,2,
33,37.53175,126.915011,1.5,
34,37.53175,126.915011,1,
35,37.53175,126.915011,0.5,
36,37.53175,126.915011,0,
37,37.52713,126.915011,0,
38,37.52161,126.915011,12.5,
39,37.52161,126.915011,12,
40,37.52161,126.903951,11.5,
41,37.52161,126.893231,11,
42,37.52161,126.893231,10.5,
43,37.52161,126.893231,10,
44,37.52161,126.893231,9.5,
45,37.52161,126.893231,9,
46,37.52161,126.893231,8.5,
47,37.52161,126.893231,8,
48,37.52161,126.893231,7.5,
1,37.52161,126.893231,7,
2,37.52161,126.893231,6.5,
3,37.52161,126.893231,6,
4,37.52161,126.893231,5.5,
5,37.52161,126.893231,5,
6,37.52161,126.893231,4.5,
7,37.52161,126.893231,4,
8,37.52161,126.893231,3.5,
9,37.52161,126.893231,3,
10,37.52161,126.893231,2.5,
11,37.52161,126.893231,2,
12,37.52161,126.893231,1.5,
13,37.52161,126.893231,1,
14,37.52161,126.893231,0.5,
15,37.52161,126.893231,0,
16,37.52633,126.903951,0,
17,37.53205,126.914881,9.5,
18,37.53205,126.914881,9,
19,37.53205,126.914881,8.5,
20,37.53205,126.914881,8,
21,37.53205,126.914881,7.5,
22,37.53205,126.914881,7,
23,37.53205,126.914881,6.5,
24,37.53205,126.914881,6,
25,37.53205,126.914881,5.5,
26,37.53205,126.914881,5,
27,37.53205,126.914881,4.5,
28,37.53205,126.914881,4,
29,37.53205,126.914881,3.5,
30,37.53205,126.914881,3,
31,37.53205,126.914881,2.5,
32,37.53205,126.914881,2,
33,37.53205,126.914881,1.5,
34,37.53205,126.914881,1,
35,37.53205,126.914881,0.5,
36,37.53205,126.914881,0,
37,37.52543,126.914881,0,
38,37.52171,126.914881,12.5,
39,37.52171,126.914881,12,
40,37.52171,126.903981,11.5,
41,37.52171,126.893171,11,
42,37.52171,126.893171,10.5,
43,37.52171,126.893171,10,
44,37.52171,126.893171,9.5,
45,37.52171,126.893171,9,
46,37.52171,126.893171,8.5,
47,37.52171,126.893171,8,
48,37.52171,126.893171,7.5,
1,37.52171,126.893171,7,
2,37.52171,126.893171,6.5,
3,37.52171,126.893171,6,
4,37.52171,126.893171,5.5,
5,37.52171,126.893171,5,
6,37.52171,126.893171,4.5,
7,37.52171,126.893171,4,
8,37.52171,126.893171,3.5,
9,37.52171,126.893171,3,
10,37.52171,126.893171,2.5,
11,37.52171,126.893171,2,
12,37.52171,126.893171,1.5,
13,37.52171,126.893171,1,
14,37.52171,126.893171,0.5,
15,37.52171,126.893171,0,
16,37.52623,126.904051,0,
17,37.53255,126.914901,0.5,
18,37.53255,126.914901,0,
19,37.510821,126.893751,0,
20,37.53255,126.914901,0.5,
21,37.53255,126.914901,0,
22,37.522594,126.905258,0,
23,37.533823,126.917638,0,
24,37.53255,126.914901,6,
25,37.53255,126.914901,5.5,
26,37.53255,126.914901,5,
27,37.53255,126.914901,4.5,
28,37.53255,126.914901,4,
29,37.53255,126.914901,3.5,
30,37.53255,126.914901,3,
31,37.53255,126.914901,2.5,
32,37.53255,126.914901,2,
33,37.53255,126.914901,1.5,
34,37.53255,126.914901,1,
35,37.53255,126.914901,0.5,
36,37.53255,126.914901,0,
37,37.52623,126.914901,0,
38,37.52061,126.914901,8,
39,37.52061,126.914901,7.5,
40,37.52061,126.904001,7,
41,37.52061,126.893211,6.5,
42,37.52061,126.893211,6,
43,37.52061,126.893211,5.5,
44,37.52061,126.893211,5,
45,37.52061,126.893211,4.5,
46,37.52061,126.893211,4,
47,37.52061,126.893211,3.5,
48,37.52061,126.893211,3,
1,37.52061,126.893211,2.5,
2,37.52061,126.893211,2,
3,37.52061,126.893211,1.5,
4,37.52061,126.893211,1,
5,37.52061,126.893211,0.5,
6,37.52061,126.893211,0,
7,37.49985,126.898155,0,
8,37.52061,126.893211,3.5,
9,37.52061,126.893211,3,
10,37.52061,126.893211,2.5,
11,37.52061,126.893211,2,
12,37.52061,126.893211,1.5,
13,37.52061,126.893211,1,
14,37.52061,126.893211,0.5,
15,37.52061,126.893211,0,
16,37.52653,126.904011,0,
17,37.53085,126.914941,9.5,
18,37.53085,126.914941,9,
19,37.53085,126.914941,8.5,
20,37.53085,126.914941,8,
21,37.53085,126.914941,7.5,
22,37.53085,126.914941,7,
23,37.53085,126.914941,6.5,
24,37.53085,126.914941,6,
25,37.53085,126.914941,5.5,
26,37.53085,126.914941,5,
27,37.53085,126.914941,4.5,
28,37.53085,126.914941,4,
29,37.53085,126.914941,3.5,
30,37.53085,126.914941,3,
31,37.53085,126.914941,2.5,
32,37.53085,126.914941,2,
33,37.53085,126.914941,1.5,
34,37.53085,126.914941,1,
35,37.53085,126.914941,0.5,
36,37.53085,126.914941,0,
37,37.52613,126.914941,0,
38,37.52071,126.914941,12.5,
39,37.52071,126.914941,12,
40,37.52071,126.904131,11.5,
41,37.52071,126.893191,11,
42,37.52071,126.893191,10.5,
43,37.52071,126.893191,10,
44,37.52071,126.893191,9.5,
45,37.52071,126.893191,9,
46,37.52071,126.893191,8.5,
47,37.52071,126.893191,8,
48,37.52071,126.893191,7.5,
1,37.52071,126.893191,7,
2,37.52071,126.893191,6.5,
3,37.52071,126.893191,6,
4,37.52071,126.893191,5.5,
5,37.52071,126.893191,5,
6,37.52071,126.893191,4.5,
7,37.52071,126.893191,4,
8,37.52071,126.893191,3.5,
9,37.52071,126.893191,3,
10,37.52071,126.893191,2.5,
11,37.52071,126.893191,2,
12,37.52071,126.893191,1.5,
13,37.52071,126.893191,1,
14,37.52071,126.893191,0.5,
15,37.52071,126.893191,0,
16,37.52663,126.904071,0,
17,37.53225,126.914851,9.5,
18,37.53225,126.914851,9,
19,37.53225,126.914851,8.5,
20,37.53225,126.914851,8,
21,37.53225,126.914851,7.5,
22,37.53225,126.914851,7,
23,37.53225,126.914851,6.5,
24,37.53225,126.914851,6,
25,37.53225,126.914851,5.5,
26,37.53225,126.914851,5,
27,37.53225,126.914851,4.5,
28,37.53225,126.914851,4,
29,37.53225,126.914851,3.5,
30,37.53225,126.914851,3,
31,37.53225,126.914851,2.5,
32,37.53225,126.914851,2,
33,37.53225,126.914851,1.5,
34,37.53225,126.914851,1,
35,37.53225,126.914851,0.5,
36,37.53225,126.914851,0,
37,37.52553,126.914851,0,
38,37.52141,126.914851,1.5,
39,37.52141,126.914851,1,
40,37.52141,126.904021,0.5,
41,37.52141,126.893091,0,
42,37.528993,126.916888,0,
43,37.52141,126.893091,10,
44,37.52141,126.893091,9.5,
45,37.52141,126.893091,9,
46,37.52141,126.893091,8.5,
47,37.52141,126.893091,8,
48,37.52141,126.893091,7.5,
1,37.52141,126.893091,7,
2,37.52141,126.893091,6.5,
3,37.52141,126.893091,6,
4,37.52141,126.893091,5.5,
5,37.52141,126.893091,5,
6,37.52141,126.893091,4.5,
7,37.52141,126.893091,4,
8,37.52141,126.893091,3.5,
9,37.52141,126.893091,3,
10,37.52141,126.893091,2.5,
11,37.52141,126.893091,2,
12,37.52141,126.893091,1.5,
13,37.52141,126.893091,1,
14,37.52141,126.893091,0.5,
15,37.52141,126.893091,0,
16,37.52713,126.904111,0,
17,37.53195,126.914841,9.5,
18,37.53195,126.914841,9,
19,37.53195,126.914841,8.5,
20,37.53195,126.914841,8,
21,37.53195,126.914841,7.5,
22,37.53195,126.914841,7,
23,37.53195,126.914841,6.5,
24,37.53195,126.914841,6,
25,37.53195,126.914841,5.5,
26,37.53195,126.914841,5,
27,37.53195,126.914841,4.5,
28,37.53195,126.914841,4,
29,37.53195,126.914841,3.5,
30,37.53195,126.914841,3,
31,37.53195,126.914841,2.5,
32,37.53195,126.914841,2,
33,37.53195,126.914841,1.5,
34,37.53195,126.914841,1,
35,37.53195,126.914841,0.5,
36,37.53195,126.914841,0,
37,37.52663,126.914841,0,
38,37.52191,126.914841,12.5,
39,37.52191,126.914841,12,
40,37.52191,126.904121,11.5,
41,37.52191,126.893051,11,
42,37.52191,126.893051,10.5,
43,37.52191,126.893051,10,
44,37.52191,126.893051,9.5,
45,37.52191,126.893051,9,
46,37.52191,126.893051,8.5,
47,37.52191,126.893051,8,
48,37.52191,126.893051,7.5,
1,37.52191,126.893051,7,
2,37.52191,126.893051,6.5,
3,37.52191,126.893051,6,
4,37.52191,126.893051,5.5,
5,37.52191,126.893051,5,
6,37.52191,126.893051,4.5,
7,37.52191,126.893051,4,
8,37.52191,126.893051,3.5,
9,37.52191,126.893051,3,
10,37.52191,126.893051,2.5,
11,37.52191,126.893051,2,
12,37.52191,126.893051,1.5,
13,37.52191,126.893051,1,
14,37.52191,126.893051,0.5,
15,37.52191,126.893051,0,
16,37.52633,126.904031,0,
17,37.53175,126.914881,9.5,
18,37.53175,126.914881,9,
19,37.53175,126.914881,8.5,
20,37.53175,126.914881,8,
21,37.53175,126.914881,7.5,
22,37.53175,126.914881,7,
23,37.53175,126.914881,6.5,
24,37.53175,126.914881,6,
25,37.53175,126.914881,5.5,
26,37.53175,126.914881,5,
27,37.53175,126.914881,4.5,
28,37.53175,126.914881,4,
29,37.53175,126.914881,3.5,
30,37.53175,126.914881,3,
31,37.53175,126.914881,2.5,
32,37.53175,126.914881,2,
33,37.53175,126.914881,1.5,
34,37.53175,126.914881,1,
35,37.53175,126.914881,0.5,
36,37.53175,126.914881,0,
37,37.52743,126.914881,0,
38,37.52031,126.914881,12.5,
39,37.52031,126.914881,12,
40,37.52031,126.903941,11.5,
41,37.52031,126.893051,11,
42,37.52031,126.893051,10.5,
43,37.52031,126.893051,10,
44,37.52031,126.893051,9.5,
45,37.52031,126.893051,9,
46,37.52031,126.893051,8.5,
47,37.52031,126.893051,8,
48,37.52031,126.893051,7.5,
1,37.52031,126.893051,7,
2,37.52031,126.893051,6.5,
3,37.52031,126.893051,6,
4,37.52031,126.893051,5.5,
5,37.52031,126.893051,5,
6,37.52031,126.893051,4.5,
7,37.52031,126.893051,4,
8,37.52031,126.893051,3.5,
9,37.52031,126.893051,3,
10,37.52031,126.893051,2.5,
11,37.52031,126.893051,2,
12,37.52031,126.893051,1.5,
13,37.52031,126.893051,1,
14,37.52031,126.893051,0.5,
15,37.52031,126.893051,0,
16,37.52733,126.903951,0,
17,37.53085,126.914871,9.5,
18,37.53085,126.914871,9,
19,37.53085,126.914871,8.5,
20,37.53085,126.914871,8,
21,37.53085,126.914871,7.5,
22,37.53085,126.914871,7,
23,37.53085,126.914871,6.5,
24,37.53085,126.914871,6,
25,37.53085,126.914871,5.5,
26,37.53085,126.914871,5,
27,37.53085,126.914871,4.5,
28,37.53085,126.914871,4,
29,37.53085,126.914871,3.5,
30,37.53085,126.914871,3,
31,37.53085,126.914871,2.5,
32,37.53085,126.914871,2,
33,37.53085,126.914871,1.5,
34,37.53085,126.914871,1,
35,37.53085,126.914871,0.5,
36,37.53085,126.914871,0,
37,37.52653,126.914871,0,
38,37.52201,126.914871,5.5,
39,37.52201,126.914871,5,
40,37.52201,126.904001,4.5,
41,37.52201,126.893051,4,
42,37.52201,126.893051,3.5,
43,37.52201,126.893051,3,
44,37.52201,126.893051,2.5,
45,37.52201,126.893051,2,
46,37.52201,126.893051,1.5,
47,37.52201,126.893051,1,
48,37.52201,126.893051,0.5,
1,37.52201,126.893051,0,
2,37.516706,126.917488,0,
3,37.511191,126.916973,0,
4,37.52201,126.893051,5,
5,37.52201,126.893051,4.5,
6,37.52201,126.893051,4,
7,37.52201,126.893051,3.5,
8,37.52201,126.893051,3,
9,37.52201,126.893051,2.5,
10,37.52201,126.893051,2,
11,37.52201,126.893051,1.5,
12,37.52201,126.893051,1,
13,37.52201,126.893051,0.5,
14,37.52201,126.893051,0,
15,37.528993,126.916888,0,
16,37.511191,126.916973,0,
17,37.504991,126.897275,0,
18,37.53285,126.914971,5,
19,37.53285,126.914971,4.5,
20,37.53285,126.914971,4,
21,37.53285,126.914971,3.5,
22,37.53285,126.914971,3,
23,37.53285,126.914971,2.5,
24,37.53285,126.914971,2,
25,37.53285,126.914971,1.5,
26,37.53285,126.914971,1,
27,37.53285,126.914971,0.5,
28,37.53285,126.914971,0,
29,37.517352,126.927574,0,
30,37.510821,126.893751,0,
31,37.53285,126.914971,2.5,
32,37.53285,126.914971,2,
33,37.53285,126.914971,1.5,
34,37.53285,126.914971,1,
35,37.53285,126.914971,0.5,
36,37.53285,126.914971,0,
37,37.52703,126.914971,0,
38,37.52161,126.914971,12.5,
39,37.52161,126.914971,12,
40,37.52161,126.904131,11.5,
41,37.52161,126.893201,11,
42,37.52161,126.893201,10.5,
43,37.52161,126.893201,10,
44,37.52161,126.893201,9.5,
45,37.52161,126.893201,9,
46,37.52161,126.893201,8.5,
47,37.52161,126.893201,8,
48,37.52161,126.893201,7.5,
1,37.52161,126.893201,7,
2,37.52161,126.893201,6.5,
3,37.52161,126.893201,6,
4,37.52161,126.893201,5.5,
5,37.52161,126.893201,5,
6,37.52161,126.893201,4.5,
7,37.52161,126.893201,4,
8,37.52161,126.893201,3.5,
9,37.52161,126.893201,3,
10,37.52161,126.893201,2.5,
11,37.52161,126.893201,2,
12,37.52161,126.893201,1.5,
13,37.52161,126.893201,1,
14,37.52161,126.893201,0.5,
15,37.52161,126.893201,0,
16,37.52613,126.903951,0,
17,37.53185,126.914851,9.5,
18,37.53185,126.914851,9,
